product_name,review_title,review_text,review_rating,helpful_count
Disney Girls Minnie Mouse Character Printed Waterproof Easy-On Rubber Rain Boots,Good quality,"I bought these for our grandaughter she wears them all the time.  The boots are super cute and of high quality. They are  not a  cheap build like most I have seen at our local target stores. Well worth the money, especially if you have another younger  child who can wear  them after their sibling is done with them.",5,
Disney Girls Minnie Mouse Character Printed Waterproof Easy-On Rubber Rain Boots,Well made but heavy,Beautiful boots but be aware they are very heavy.  I bought them for my two year old granddaughter.  She can barely lift them.  A larger size for older kids would probably be ok... like a 5 year old might be able to handle them in their size.  But not ideal for toddlers.,4,
Disney Girls Minnie Mouse Character Printed Waterproof Easy-On Rubber Rain Boots,very well made. granddaughter loves them,My 2 yr old granddaughter absolutely loves these boots. These are the only shoes she wants to wear. She can put them on and take them off by herself. They are well made. Easy to keep clean. You just wipe them off.,5,One person found this helpful
Disney Girls Minnie Mouse Character Printed Waterproof Easy-On Rubber Rain Boots,Good quality and very cute!,My toddler is really a 5- but I wanted her to be able to put these on and off herself- so I expected them to be big and they were! She loves them and has been wearing them around the house. It’s raining today so it should be interesting to see how she likes them outside!,5,One person found this helpful
Disney Girls Minnie Mouse Character Printed Waterproof Easy-On Rubber Rain Boots,Mud puddle fun,"My daughter loves these.  They are a bit larger than expected which is fine. Gives her room to grow. We live in Phoenix so it doesn't rain often, but she's thrilled to run and jump in muddy puddles and not ruin her good shoes.",5,One person found this helpful
Disney Girls Minnie Mouse Character Printed Waterproof Easy-On Rubber Rain Boots,Handles for little hands♡,My daughter loves these!! These are perfect for little guys to pull on with the handles. We bought a coat and umbrella to match as well! Cant wait to jump in puddles!,5,
Disney Girls Minnie Mouse Character Printed Waterproof Easy-On Rubber Rain Boots,Run big,They run a little big but they are really cute my niece wears a size ten in toddler and these boots in size ten slipped right on and off her foot making it kinda hard for her to walk because of the looseness,5,
Disney Girls Minnie Mouse Character Printed Waterproof Easy-On Rubber Rain Boots,Very colorful and cute boots,"These boots were a Christmas gift for my 2  year old granddaughter . She wears a size 8 and these were roomy, however, she walks fine in them. VERY cute boots and she loves them! Theses boots have been worn ALOT since Christmas and still look super cute after being cleaned.",5,
Disney Girls Minnie Mouse Character Printed Waterproof Easy-On Rubber Rain Boots,Perfect toddler gift,My granddaughter loved these rain boots! She’s three and loves Mickey and Minnie Mouse. Perfect gift.,5,
"adidas Originals Women's NMD_R1 Sneaker, Black/Gold Metallic, 6.5 UK",Most comfortable shoes ever/ authentic!,"These shoes were perfect!  I got mine as a Christmas present and am so happy with them. They do run slightly larger than your actual size, so size down a half size. These are authentic because I keep seeing people asking. The ones with the serial numbers on them, that's the style of those ones. For some reason Adidas decided to leave those like that. You can look at the actual Adidas website and you can cross reference those specific colors/styles and you will see that they have serial numbers on them from the actual website as well.  These shoes are some of the most comfortable shoes I've ever worn, they are the best!",5,One person found this helpful
"adidas Originals Women's NMD_R1 Sneaker, Black/Gold Metallic, 6.5 UK",Nice shoes!,"I forgot to write a review on this item, however I got these a couple months ago for my sister and she loved them. Not only did she say they were comfortable but they are also very stylish. They fit her nice and she loved them",5,
"adidas Originals Women's NMD_R1 Sneaker, Black/Gold Metallic, 6.5 UK","look nice, sizes run very large",i got 10.5 like i always do with adidas shoes but had to return for the 10 and its still semi too large.  Not the most comfortable but they do look nice.  Probably won't work out in these as i expected to be able to due to that.,3,
"adidas Originals Women's NMD_R1 Sneaker, Black/Gold Metallic, 6.5 UK",Super cute and fun color - love,I know these shoes run large buy a .5 size down ! I get lots of compliments on these,5,
"adidas Originals Women's NMD_R1 Sneaker, Black/Gold Metallic, 6.5 UK",Gorgeous running shoe,These are beautiful! I have one other pair in this style so I know they run large. I recommend sizing down one size. I'm normally a size 8 in womens but these i ordered a 7 and they fit perfect. Lightweight and comfortable. Love the color!,5,
"adidas Originals Women's NMD_R1 Sneaker, Black/Gold Metallic, 6.5 UK",get them!!,absolutely love these. didn’t want to pay full price for these shoes and they are perfect,5,
"adidas Originals Women's NMD_R1 Sneaker, Black/Gold Metallic, 6.5 UK",Cute and Comfortable,The shoes were a gift and they loved it! Perfect gift.,5,
"adidas Originals Women's NMD_R1 Sneaker, Black/Gold Metallic, 6.5 UK",Love these shoes,Cute and functional all in one !! Recommend !!,5,
"adidas Originals Women's NMD_R1 Sneaker, Black/Gold Metallic, 6.5 UK",Size Down,Run a little big. Go half a size down.,5,2 people found this helpful
"New Balance Men's 100v1 Sneaker, Team Royal, 10.5 UK","Very narrow width, extremely tight","Country of origin:  These sandals are made in VietnamFinish:  These appear to be injection molded, so even though they might ultimately crack/tear, but they should be somewhat more reliable than the glued ones.Fit:  Very narrow width, extremely tight. My shoe size is 10.5, Medium width for my New Balance 990 series. Since these sandals do NOT come in half sizes, I ordered these New Balance sandals in Size 11, Medium width. Result?  Very NARROW WIDTH, and the fit is extremely tight and uncomfortable. Pretty disappointing. Not sure what size chart they used when manufacturing these, but it surely isn't the same chart for fitting the NB 990 series.Conclusion:  If you are going to order these, might want to keep the caveat about narrow width in consideration.",1,7 people found this helpful
"New Balance Men's 100v1 Sneaker, Team Royal, 10.5 UK","Yep, they're sandals","They're sandals - not much else to say. The fit and color are as advertised. Decent value for money if bought on sale, although I probably wouldn't pay full price for them.",5,2 people found this helpful
"New Balance Men's 100v1 Sneaker, Team Royal, 10.5 UK",Great durable sandles,"These are great sandles . bout them for running out to the hot tub, they seem good and durable . should last for years",5,
adidas Mat Wizard 4 Wrestling Shoes - Mens,Great pear of shoes best shoes ever no joke,Great quality and amazing comfortable,5,
adidas Mat Wizard 4 Wrestling Shoes - Mens,"Toe coating rubs off, good fit otherwise","After 1 match, going all 3 min, it is loosing the color coating on the toe of the shoe. The black part is coming off and the red is showing through...just 1 Match!  This I am very disappointed about. Bought my son the solid black ones last season and they did great. That is what ultimately made me decide to purchase these this season for him. However, for $107.00 I expected to get a solid shoe that would take wear better than 1 match.",2,12 people found this helpful
adidas Mat Wizard 4 Wrestling Shoes - Mens,Awesome shoes!,My daughter got almost two seasons of wear out of these shoes. We just bought another pair in a different color because the first pair is starting to wear out. We feel this is a very acceptable amount of use. She loves the way they feel. Her women's shoes size is 7.5-8 and she wears a 6.5 in the Mat Wizard 4.,5,4 people found this helpful
adidas Mat Wizard 4 Wrestling Shoes - Mens,Stitching came apart in 4 days,"Had to return these. The started falling apart after four days of practice. The tongue came completely off on one shoe and the toe stitching came apart on both shoes. We have had kids wrestling for 10 years and have never had a pair of wrestling shoes that did not make it through one season. These did not make it through 4 days, which was a shame. The shoes felt good, and provided good traction on the mat.",1,One person found this helpful
adidas Mat Wizard 4 Wrestling Shoes - Mens,Not as expected.,"Initially I was submitting a better review, but i cannot honestly say they're as good as we'd like. My son wears these for training and competitions. He said they're pretty comfortable, but he's only had them for seven weeks, and they're looking ugly. They're peeling and starting to come apart. I really hoped because they were Adidas brand, they would be better quality. Now I feel embarrassed for him when he has to show up at a Tournament and the shoes look like he's had them for ages.",2,3 people found this helpful
adidas Mat Wizard 4 Wrestling Shoes - Mens,Nice,"Not very wide and comfortable compared to size 12 asics with medium thickness wool socks.As One is cloth and the other is some newer molded stuff.I wear thinner wool socks and fit snug. Can wear all day, during gym and errands, comfortably.Really grippy.  Just wish I could wear my normal wool socks.",5,
adidas Mat Wizard 4 Wrestling Shoes - Mens,Solid shoes for wrestling or boxing,True to size. Very comfortable. I use the at the gym for cardio and working the heavy bag. Quality is solid. One downside is that they’re not very breathable as my feet sweat in these shoes a lot.,5,2 people found this helpful
"New Balance Men's 500v7 Track and Field Shoe, White/Black, 4.5 UK",Good quality at a great price!,Fit exactly as expected.  My high school son loves them and was able to wear them right out of the box.  Highly recommend.,5,
"New Balance Men's 500v7 Track and Field Shoe, White/Black, 4.5 UK",Sleek and Perfect fit.,"Sleek shoe. It's a perfect fit for my son. Very light shoe; when my son outgrows it, we'll buy another just like it.",5,One person found this helpful
"New Balance Men's 500v7 Track and Field Shoe, White/Black, 4.5 UK",Great starter spike!,This is a great starter spike. My son loves the feel how lightweight it is.,5,
"New Balance Men's 500v7 Track and Field Shoe, White/Black, 4.5 UK",Great for the price,great shoes!,5,One person found this helpful
"New Balance Men's 500v7 Track and Field Shoe, White/Black, 4.5 UK",Great shoes/great price,Great pair of track shoes. They held up for the season and then some. Would definitely buy again.,5,
"New Balance Men's VENTR V1 Running Shoe, Black/White, 12.5 UK",New Balance Running Shoes Back with a Blast!,"I have worn many running shoes for my feet. From walking to trail to running, and I use this for everyday shoes too. As a past New Balance wearer, I did change brands to a different competitor but, I welcome the opportunity to come back to New Balance. The Men's VENTR V1 Running Shoes slipped on like a glove! Silky, sleek and fits like a glove. Pampered my feet. I wore the shoes around the house to get a good feel for it. And one will know if the shoes will work within minutes. I wore the shoes for about a day, with no tiredness feet. It felt that I wasn't wearing any shoes! Sure, am wearing in the house, and it hasn't seen the outside terrain, but I do highly recommend New Balance VENTR V1 Running Shoes to anyone looking for shoes that gives them the arch support, great comforts for your feet and the price point to boot!",5,
"New Balance Men's VENTR V1 Running Shoe, Black/White, 12.5 UK",Love this shoe *for what I paid*,"Not the best ""surprise"" feat to try and pull off, but I ended up buying these for my partner's bday present. He was shocked that I bought him running shoes, but upon first 'look' at them, his eyes brightly widened!These NB fit perfect-to-size, have been performing very-well for him as a light to moderate runner, and the look/feel of this shoe, is sleek and versatile.I try to wait a while prior to reviewing a purchase, and so far, approximately six-weeks in, he is raving about this shoe's performance, feel, and look. Very sexy and comfortable shoe for running or dressing up jeans during the day or night!*I wouldn't, however, buy this shoe today, at the price I see listed. A whopping CA$120 more than what I paid! Nuts!*",5,
"New Balance Men's VENTR V1 Running Shoe, Black/White, 12.5 UK",Shoe to large,After reading reviews a lot of people indicated the shoe fit smaller than it actually was and to be safe I ordered 1/2 larger . To be honest it was a big mistake the shoe to to larger :) It would have been nice to actually get the proper size .,2,One person found this helpful
"New Balance Men's VENTR V1 Running Shoe, Black/White, 12.5 UK",Good looking,I have been using brooks and i am fine while walking long distances. I tried these new balance shoes and feet started aching. Will wear for another day and will change my review if its fine.  Shoes look good,3,One person found this helpful
Womens Mens Water Shoes Kids Barefoot Quick-Dry Sports Beach Swim Slip-On Aqua Sport Socks Purple Cloud Size: 13-14 Women/10.5-11 Men,Great things my feet love them.,"These things are great I have been using water shoes for years for cycling ,kayaking and the gym ,they are also nice to drive in ,if you can't decide on a colour do as I did and get the pair with all of them 😊 most arrive smelling like a chemical factory however these do not ! My feet love them and they fit wonderfully .",5,6 people found this helpful
Womens Mens Water Shoes Kids Barefoot Quick-Dry Sports Beach Swim Slip-On Aqua Sport Socks Purple Cloud Size: 13-14 Women/10.5-11 Men,Very disqppointed!,"Very disappointed. They fit properly, however the toe part tore on the very first day of wearing them to an indoor waterpark. My big toe was sticking out after getting out of the wave pool. What a waste of money!! I can't wear these anymore.",2,3 people found this helpful
Womens Mens Water Shoes Kids Barefoot Quick-Dry Sports Beach Swim Slip-On Aqua Sport Socks Purple Cloud Size: 13-14 Women/10.5-11 Men,Too large,They don't fit snug for use in the water. The material looks nice and well made and they are cute. Will look into getting a smaller pair.,3,2 people found this helpful
Womens Mens Water Shoes Kids Barefoot Quick-Dry Sports Beach Swim Slip-On Aqua Sport Socks Purple Cloud Size: 13-14 Women/10.5-11 Men,Exactly as described!,"Love these! Fit perfectly and have a great sole. They are good enough to wear around the pool deck to protect my feet from the heat, and inside the pool, my feet don’t get torn up from the bottom of the pool (its a public pool, so I feel it’s more sanitary too).I take water aerobics and they’re so comfortable, I forget I have them on. Love them!",5,
Womens Mens Water Shoes Kids Barefoot Quick-Dry Sports Beach Swim Slip-On Aqua Sport Socks Purple Cloud Size: 13-14 Women/10.5-11 Men,Perfect,"Awesome little water shoes, wore them camping wear ae were in and out of water, swimming, kayaking,  tubing. Most water shoes give me blisters,  these didnt, and I wore them for 5 days. Threw them in wash when I got home,  air dried, good as new. They run alittle tight but loosen up as you wear them! Well worth the price!",5,
Womens Mens Water Shoes Kids Barefoot Quick-Dry Sports Beach Swim Slip-On Aqua Sport Socks Purple Cloud Size: 13-14 Women/10.5-11 Men,Did the job I needed them to do,Overall no complaints. Bought to go river rafting. Had no issues with them slipping off and didn’t feel the roughness of the rocks. We only did class 3 and below.The sizes are a little tricky I would buy a size down to make sure they don’t slip off.,4,
Womens Mens Water Shoes Kids Barefoot Quick-Dry Sports Beach Swim Slip-On Aqua Sport Socks Purple Cloud Size: 13-14 Women/10.5-11 Men,A must!!!,These things are great!. With the price I thought maybe last 1 or 2 times on the river.Nope I crashed 3 times first trip. Kept my feet safe from rocks and when standing on rocks and mud my feet were secure and less muddy. I've used them every time I go kayaking. They are a must!!!!!,5,
Womens Mens Water Shoes Kids Barefoot Quick-Dry Sports Beach Swim Slip-On Aqua Sport Socks Purple Cloud Size: 13-14 Women/10.5-11 Men,Perfect for the beach.,"I bought a pair for myself and for my husband. They are great. Three slip-on hugs the foot very well, and there is enough sole that protected the foot from broken sea shells while walking on the beach.",5,
Womens Mens Water Shoes Kids Barefoot Quick-Dry Sports Beach Swim Slip-On Aqua Sport Socks Purple Cloud Size: 13-14 Women/10.5-11 Men,Fantastic,They are the best I have 5 pair I even have my husband wearing them he also loves them they are so comfortably can be warn with anything they are great,5,
Womens Mens Water Shoes Kids Barefoot Quick-Dry Sports Beach Swim Slip-On Aqua Sport Socks Purple Cloud Size: 13-14 Women/10.5-11 Men,Only lasted 2-3 times in the pool :o(,"Looked nice when they came, but after two or three times in the pool they are coming apart. I suppose these kinds of swim socks are good for light use; they didn't hold up to active swimming and playing in the pool. I was refunded.",3,
ETERNITY J. Kid's Cute Clog Cartoon Slide Sandals Garden Slip On Water Shoes Children Slide Beach Pool Shower Slippers Mules for Toddlers Boys Girls Black Size: 6-6.5 Toddler,Cute and comfortable,My two-year-old grandson loves them doesn't want to take them off easy for him to put on and take off himself so that makes him feel awesome can I put a 3/4 warm because their summer sandals they're not warm sandals but we really really love them they're cute as can be,5,
"Seavees Women's Legend Sneaker X, Bottle Green, 7.5 UK",Order 1/2 Size Up,"Loved the color, loved the look and style of the sneaker, but they tend to run narrow and short in toe-box.  So, order at least 1/2 size up for best fit",4,
"Seavees Women's Legend Sneaker X, Bottle Green, 7.5 UK",Great sneakers,This is my third pair. Love them !,5,
"Merrell Women's Water Shoe HYDROTREKKER LTR Shandal, Cloudy",Do not recommend,There was a hole the mesh,1,
"Merrell Women's Water Shoe HYDROTREKKER LTR Shandal, Cloudy",Cute and comfy,"UPDATE: I unfortunately had to reduce my review by 2 stars. After just a few hikes, the soles are falling apart. It’s a shame because I really loved these shoes.These were sooooo comfortable right out of the box. I get good traction and they handle getting wet very well. They’re pretty cute too!I should also mention that I typically wear an 8, and although the front of my foot is a normal width, my heels are very narrow; these shoes fit me very well in a 7 ½.",3,16 people found this helpful
"Merrell Women's Water Shoe HYDROTREKKER LTR Shandal, Cloudy",Great water shoe,"These worked great for my recent trip to Zion National Park for hiking through the Narrows.  The shoe is comfortable and drains well.  I did size down a half size but otherwise fit well.  The shoes did take awhile to dry even though they drained well.  They were comfortable to wear, even without socks but did not offer much arch support.  If I were to wear them when not hiking through water I would need to add a shoe insert to provide arch support.  Overall worked great for what I needed them for and I will wear them again when hiking through rivers or tubing.",4,10 people found this helpful
"Merrell Women's Water Shoe HYDROTREKKER LTR Shandal, Cloudy",This is a great shoe.  I'm just disappointed that Merrell seems to have discontinued this style,"This is the perfect shoe for walking and moderate hiking--light enough to wear everyday and rugged enough for rocky and wet trails.  Just toss them in the wash when needed.  This summer I landscaped my hilly, and in places very muddy backyard in these shoes.  They held up and still look great.",5,
Minnetonka Women's Gabi Slip On Shoes Round Toe Taupe 8.5 M,"Great style, but run really really narrow.","LOVE the look and color of these shoes and, in general, love Minnetonka products. I ordered my normal size, 8 1/2, and couldn't even get my heel in the shoe. So I ordered a size 9. Though I could get my foot in the shoes, they were so narrow they hurt. This is the first product I've bought from Minnetonka that was so narrow. All their other shoes have run true to the width indicated. If you have narrower feet, these are for you! (My office mate loved them and now they're hers!)I'm sorry they didn't fit me as they are really good looking shoes.",3,One person found this helpful
"Merrell Women's Water Shoe HYDROTREKKER LTR Shandal, Cloudy",Love them!,They are soooo comfy and great in the water! I love a shoe that you can hike and go in and out of creeks and waterfalls with out constantly changing she’s!,5,
Minnetonka Women's Gabi Slip On Shoes Round Toe Taupe 8.5 M,NIce looking shoes if you don't want to actually wear them.,"This shoe is awfully heavy and seems to have no room inside.  I had to really  struggle to get my foot inside a shoe a half size larger than what I generally wear.  It was quite uncomfortable.  Since I purchased it at a much reduced price and it seems to be well constructed, I am sending the pair on to the thrift store.  It is my hope that the shoes may actually fit someone who really needs a new pair.  This is the first time I have been dissatisfied with Minnetonka shoes.",2,
"Merrell Women's Water Shoe HYDROTREKKER LTR Shandal, Cloudy",Completely wrong listing for sizes,"I ordered a pair. Says ""men"" on listing so ordered smaller to fit woman size.  Shipped a women's shoe at that size. Too small.  I reordered 3 pairs with Women sizes because I was going on a trip and needed them.  Checked cart. Said ""Merrell womens J033884 HYDROTREKKER SYN SHANDAL, Brindle, 9 US"" plus 2 other sizes/color.  Great! Correct sizes I thought.  Order arrived  with Womens  5.5, 6, 6.5.  NOT AT ALL WHAT I ORDERED.Now I have 4 pair to return. None of which is what I ordered.",1,One person found this helpful
Minnetonka Women's Gabi Slip On Shoes Round Toe Taupe 8.5 M,Runs small,First time I have ever had a shoe in my size that has run too small. Great looking shoe though.,3,One person found this helpful
Minnetonka Women's Gabi Slip On Shoes Round Toe Taupe 8.5 M,Love these shoes,I love these so much I sent a pair to my daughter...They are comfortable and cute...LOVE THEM,5,One person found this helpful
Minnetonka Women's Gabi Slip On Shoes Round Toe Taupe 8.5 M,Minnetonka shoes,The shoe is comfortable a d easy to get into. Love the color too?,5,
Minnetonka Women's Gabi Slip On Shoes Round Toe Taupe 8.5 M,Toe area is constricting,These shoes fit length wise just fine. But the toe area was too constricting. I have pretty narrow feet myself but these just felt like there was not enough height as well as width in the toe.,2,
Minnetonka Women's Gabi Slip On Shoes Round Toe Taupe 8.5 M,Nice,Nice sneaker! Fits great and comfortable!,4,
Minnetonka Women's Gabi Slip On Shoes Round Toe Taupe 8.5 M,Comfortable shoes at a great price,"Great color, style and comfort! I would definitely purchase these again.",5,
Minnetonka Women's Gabi Slip On Shoes Round Toe Taupe 8.5 M,Most uncomfortable shoes ever!,Most uncomfortable shoes I have ever worn. I wore them for less than two hours. The heal dug into two spots on my heals and caused huge blisters. The toe area also rubbed the skin off several toes. It was a week before I could wear closed shoes again.,1,
adidas Women&#39;s Distancestar,Only run on Tracks!,"I like this running shoe.  I ran a virtual 10K road race and ran a pretty good time in them.  However, the metal spikes needed to be replaced after one 10K road race.  You should only run in this shoe on a Track (rubber or synthetic).  I wish the manufacturer would have specified that in that I nearly destroyed the shoe running on concrete and streets.  There is plastic grip teeth that were ruined.  Also, if you are a distance runner buy lots of metal spikes, the spikes will wear after run like a 10K.  Oh yeah running in the rain no problem, the shoe itself does not absorb water like trainers, but your feet will get wet.  For the price I paid, under $40.00 not a bad purchase.  I am going to buy another pair.",4,
adidas Women&#39;s Distancestar,Great shoes!,"My daughter loves these shoes! She is a sprinter in track and said these really helped step up her game. Her only complaint is she wishes the laces were longer! She struggles to tie them, she can’t double knot it! So during her 200 run they came untied and she placed 4th because of it!",5,
adidas Women&#39;s Distancestar,"Awesome Shoe, Size runs small","This is an awesome shoe but the sizes run small.  I may have converted the sizes incorrectly.  But since they are sold in mens sizes, I purchased a 6.5M to get a 8.5W.  Although we were a little disappointed, we were able to return the shoe, at no cost, for the correct size!",5,
adidas Women&#39;s Distancestar,Great track shoes,These are great track sneakers. My daughter has requested the same pair for the second year. Spikes are easy to put in and take out. Very lightweight.,5,
adidas Women&#39;s Distancestar,"Good fit, comfortable but no extra spikes.",I wish that this shoe came with extra spikes. Had to go buy spikes immediately.,4,2 people found this helpful
adidas Women&#39;s Distancestar,No real opinion,I had bought these for my daughter & tried to diff sizes but she said they were uncomfortable. She's flat footed & needs wide shoes so I believe that might be what the problem was. Too narrow for her feet.,2,
adidas Women&#39;s Distancestar,Fit,As with most spikes they tend to run small. These fit better for our runner than the Saucony style.,5,
adidas Women&#39;s Distancestar,Great middle distance track spikes,Bought a pair for my 12yr old daughter. She loves them. She has set two personal bests wearing them.,5,
adidas Women&#39;s Distancestar,"great price, quite ship","Exact product, great price, quite ship. Highly recommended.",5,
"Blondo Women's Florette Sneaker, Black, 8 UK",Not waterproof,"I liked these shoes at first. I liked the simple look and the comfort. But, the first time I wore them in actually rain, my feet got wet! Really bummed because I’ve missed the return window now.",2,
"New Balance Iconic 574 V1 Sneaker, Black/Summer Sky, 3.5 UK Child",Runs a bit small,These are great shoes. My review reflects the fit as tighter than others of the same size but different brand. I would recommend going at least 1/2 size up,3,
"New Balance Iconic 574 V1 Sneaker, Black/Summer Sky, 3.5 UK Child",Runs small,Runs small wide is very narrow,2,
Skechers Women&#39;s Go Walk Evolution Ultra-15764 Sneaker,Not for date night!,I have very large feet. I bought the largest size and they actually fit very well. I love walking in Skechers Because I have neuropathy in my feet and they help me keep going all day long.,5,
"Skechers USA Men's Elment Brencen Slip-on Loafer, Dark Brown, 8 M US",awesome shoes and great fit,Great shoes,5,
"Skechers USA Men's Elment Brencen Slip-on Loafer, Dark Brown, 8 M US",The shoes are very comfortable,The shoes are very comfortable.,5,
"Skechers USA Men's Elment Brencen Slip-on Loafer, Dark Brown, 8 M US",One of the most comfortable shoes I've owned,"These are seriously one of the most comfortable shoes I've ever owned.  First pair of Skechers and I'm in love.  I have wide feet and my left foot is half a size bigger than my right, so I usually can't just buy shoes without trying them first.  I intended these to be personal shoes to use when I go out of the house with the family but don't want to wear running shoes.  But I've found myself bringing them to work because they look very professional and at the same time feel very comfortable.  I get about 12,000 steps a day when I'm at work so these have been amazing feet savers.  I even used them to teach a dance class and forgot that I wasn't wearing my dance shoes because they didn't stick to the wooden floors like basketball shoes yet have much more comfort than formal dance shoes.  I'm definitely getting another pair.",5,One person found this helpful
"Skechers USA Men's Elment Brencen Slip-on Loafer, Dark Brown, 8 M US",I'm glad I took another reviewers advice and ordered a half ...,"I'm glad I took another reviewers advice and ordered a half size larger than what I normally wear.  My sneaker size is 9.5 but I ordered a 10 in this shoe and it fits just right.  The memory foam is perfect as I work in a retail environment and am on my feet many hours a day.  The casual loafer style also fits my work environment. I am very happy I made the decision to purchase this pair of shoes and will probably buy more in different colors. The price here can't be beat. I purchased another set of ""memory foam"" loafers at a local payless chain and for $10 more than what I paid for these Sketchers they are not even close in comfort. Highly recommend these.",5,5 people found this helpful
"Skechers USA Men's Elment Brencen Slip-on Loafer, Dark Brown, 8 M US","Comfortable, light-weight, and well-built","These are exceptionally comfortable loafers. They are very light and they have the very comfortable memory foam insole. I have a relatively high instep, so loafers do not always work well for me. These are surprisingly comfortable. Oddly enough, they are more comfortable to walk around in than they are to wear while sitting (high instep thing ... I guess). The material seems to breath better, my feet to not get as hot as they would with other shoes. The quality of the materials and of the construction is top notch. I may even buy another pair in a different color.",5,3 people found this helpful
"Skechers USA Men's Elment Brencen Slip-on Loafer, Dark Brown, 8 M US",Super comfortable,Super comfortable. Easy on and off. I can walk miles at a time and feet fell fine. I bought these for a exact replacement of my very worn pair should they ever wear out. I later bought another pair because my old ones were very worn. This last pair is exactly the same and beyond great for walking and comfort. Easy to put on and off is a great feature also.,5,
Chaco Scion Women 7,Almost perfect,"I’m searching for a cute yet quality shoe for a trip to Barcelona in fall.  This shoe was almost perfect.  Its really very pretty (I got the wine color).  It’s very comfortable, and the material has a lot of stretch and give— comfortable out of the box.  The only uncomfortable part was that my big toe rubbed on the top of the shoe.  Not the end— they were the right size— but the top, which bothered me while I walked.  If you’re thinking about these, definitely give them a try though.",4,6 people found this helpful
Chaco Scion Women 7,Not like other Chaco support.,I really want to love these but the support isn't there. I wish there was a Chaco support lightweight type of running shows. It still feels light. It's like putting you foot in paper. That's how light it is. I have flat feet so it does hurt to walk in these. Still very cute.,2,9 people found this helpful
Chaco Scion Women 7,So far so good,"I've loved chacos sandals for several years. I was thrilled to find out they carried regular shoes when my work pair were coming to the end of their life. I work on my feet and my fitbit reports between 7,000 and 10,000 steps a day. These have been great. They have the arch support I've come to expect with chacos and are as lightweight as my off duty slide on sketchers. As long as they turn out to be as durable as my sandals these will be a phenomenal purchase.",5,5 people found this helpful
Chaco Scion Women 7,Excellent arch support and comfy.,The only thing I dislike is that the padding on the upper part of the back of the shoe is not enough.  They cause blisters on my heel at the top.  I hope that stops as they break in because the rest of the shoe is great.,4,5 people found this helpful
Chaco Scion Women 7,Good arches,I have very high arches and am constantly battling planter fasciitis.  Chacos tend to work well for my feet so i thought I would try these for running and walking.  I added my own insoles on top of the ones that came with the shoes and have been running for 4 weeks with no problems!,5,4 people found this helpful
Chaco Scion Women 7,From Trail to City!,"I bought these when I needed something to wear for hiking AND city walking that wasn’t ugly AF like most hiking shoes. Here I am two years later, my Chacos have strolled through nature trails and city streets in 30 states and 3 continents. The tread has finally worn down, so I’m getting a second pair. They’re great! Thank goodness for hiking shoes that come in civilized black, rather than fugly swirly browns.",5,2 people found this helpful
Chaco Scion Women 7,My feet love them.,"I love these shoes. I have walked, lite hiking and worked in them. They run just a little small. I ordered my normal size. I have plantar fasciitis and these shoes have been great for that.",5,6 people found this helpful
Chaco Scion Women 7,Great for plantar fascitis,"I was hesitant to buy tennis shoes from Chacos. I adore their sandals and the high arch support, but wondered if the same could be accomplished in their tennis shoes. I was wrong; these are awesome. I get on the treadmill first thing in the morning, and those of us with PF know, that's when the worst pain is. These make it so. much. better. Highly recommend.",5,5 people found this helpful
Chaco Scion Women 7,Happy feet,"Was looking for a shoe for work,on feet and a lot of walking,that have a footbed like a pair of cheap flip flops bought last year that are similar to chacos. The flip flops are all I wear when not working, don't hurt my feet. So far,so good, just wish they came with a choice of width and my feet are different from each other. Like other reviews,on one heel it rubbed and the opposite foot it rubbed pinky toe with socks on, irritating! Just have to break-in. I go through ""work shoes""/inserts about 6 months.  On a side note, didn't appreciate the UPS man just throwing the package on porch! Just because no car doesn't mean no one home and watching.",4,
Chaco Scion Women 7,I highly recommend these shoes!! I’ve ordered multiple pairs.,"I absolutely love these shoes!I’ve ordered 2 pairs so far. Some of my favorite things about this shoe is that there’s little to no need to “break in” the shoe, they fit my wide feet very comfortably, they are very sturdy, and they are very comfortable and I can walk for miles and not get blisters! I mainly wear them for work. I work in a kitchen as a waitress and these do an amazing job. They grip well on slick surfaces, I just wouldn’t run on the slick surfaces. My last pair lasted me just shy of a year, but I did wear them pretty much everyday walking anywhere from 4-6+ miles a day give or take. They are also great for most  hiking endeavors.I highly recommend these shoes if you’re looking for a light hiking shoe or a gripping work shoe.",5,
"Clarks Men's Step Stroll Lace Sneaker, Black Leather, 7 UK",Checks all the Boxes,"Another well made product from Clarks. I've been wearing the Clarks brand for over 25 years now, and with just a couple exceptions, I have not been disappointed. When I order a size 12, I know it will fit right out of the box with mostly no break in period. These shoes are comfortable for every day wear and work. Very happy with the purchase.",5,
"Clarks Men's Step Stroll Lace Sneaker, Black Leather, 7 UK",Very comfortable,Short break in time and great.,5,
"Clarks Men's Step Stroll Lace Sneaker, Black Leather, 7 UK",Great Shoes,I'm on my feet all day. Did not feel fatigued at the end of the day. They were very comfortable.,5,
"Clarks Men's Step Stroll Lace Sneaker, Black Leather, 7 UK",Great product,This is a great product! I would purchase,5,
"Clarks Men's Step Stroll Lace Sneaker, Black Leather, 7 UK",Childrens width,Narrow shoe nowhere near US sizes..not real clarks..,2,
"Clarks Men's Step Stroll Lace Sneaker, Black Leather, 7 UK",Very comfortable walking shoe,Wear to work,5,
